state,tru_id,age_group_id,population_total,population_male,population_female,main_workers_total,main_workers_male,main_workers_female,marginal_workers_total,marginal_workers_male,marginal_workers_female,marg_3_6mo_total,marg_3_6mo_male,marg_3_6mo_female,marg_less_3mo_total,marg_less_3mo_male,marg_less_3mo_female,non_workers_total,non_workers_male,non_workers_female,seeking_work_total,seeking_work_male,seeking_work_female
19,1,3,9058031,4702325,4355706,1196710,974625,222085,254470,155317,99153,773740,501268,272472,775592,521418,254174,6833111,3071115,3761996,3040410,1450284,1590126
19,1,4,8758322,4422630,4335692,2584570,2170356,414214,306266,167405,138861,1135442,701157,434285,1114561,724752,389809,4732044,1383712,3348332,2795414,997620,1797794
19,1,5,7997909,4044904,3953005,3341148,2810677,530471,266239,129693,136546,1030182,591713,438469,975024,594353,380671,3360340,512821,2847519,1833468,388728,1444740
19,1,6,6841590,3464659,3376931,3243279,2716401,526878,211950,93575,118375,821186,435033,386153,744207,424852,319355,2565175,219650,2345525,1222916,148066,1074850
19,1,7,7012646,3523361,3489285,3471376,2887138,584238,212198,88611,123587,805744,401785,403959,706538,386221,320317,2523328,145827,2377501,1067701,86332,981369
19,1,8,11488779,6033816,5454963,5952636,5036849,915787,323570,143169,180401,1189945,619239,570706,959435,556834,402601,4022628,234559,3788069,1256929,105618,1151311
19,1,9,7526530,4064135,3462395,3772353,3271516,500837,200521,99937,100584,650151,371339,278812,439220,277354,161866,2903505,321343,2582162,506639,76932,429707
19,1,10,4728447,2397681,2330766,1397478,1219949,177529,115133,67256,47877,302847,192260,110587,159157,106358,52799,2912989,918216,1994773,244280,82180,162100
19,1,11,2130374,1047097,1083277,351736,309068,42668,32043,21768,10275,75671,52112,23559,29897,20572,9325,1670924,664149,1006775,60389,23956,36433
19,1,12,883561,406536,477025,115403,97802,17601,9301,5737,3564,27789,16779,11010,15212,9290,5922,731068,286218,444850,29524,9356,20168
19,1,13,112451,63752,48699,25666,21103,4563,1622,892,730,7898,4355,3543,5182,2965,2217,77265,37402,39863,7689,3270,4419
19,1,14,58683807,30255830,28427977,23562072,19867562,3694510,1775214,877707,897507,6406390,3621534,2784856,5714577,3485784,2228793,26940131,5889027,21051104,11723477,3253580,8469897
19,1,15,7742382,3851314,3891068,1864617,1626819,237798,156477,94761,61716,406307,261151,145156,204266,136220,68046,5314981,1868583,3446398,334193,115492,218701
19,2,16,62183113,31844945,30338168,16489485,14019915,2469570,1767166,873559,893607,5825830,3317706,2508124,5130424,3143887,1986537,38100632,13633765,24466867,8525375,2392389,6132986
19,2,1,6048643,3085358,2963285,27383,15882,11501,10029,4998,5031,30145,15618,14527,16150,8635,7515,5981086,3048860,2932226,123853,63775,60078
19,2,2,6677094,3401028,3276066,125853,92571,33282,66553,37063,29490,132487,77970,54517,110025,68086,41939,6352201,3193424,3158777,543710,286008,257702
19,2,3,6442695,3359604,3083091,869134,720502,148632,226837,137815,89022,636538,418722,217816,650130,442432,207698,4710186,2082565,2627621,2117599,988151,1129448
19,2,4,6042721,3062672,2980049,1809125,1536660,272465,268921,143661,125260,941411,583451,357960,933808,609204,324604,3023264,798900,2224364,1785052,581325,1203727
19,2,5,5354996,2723495,2631501,2185710,1859377,326333,231356,108690,122666,852214,487489,364725,815941,496257,319684,2085716,267939,1817777,1141812,203481,938331
19,2,6,4452270,2255183,2197087,2036081,1713731,322350,183374,77648,105726,677736,356446,321290,623335,354526,268809,1555079,107358,1447721,759740,71901,687839
19,2,7,4596701,2306077,2290624,2189514,1828019,361495,184807,74457,110350,671344,332472,338872,598200,326715,271485,1551036,71129,1479907,677786,41216,636570
19,2,8,7447208,3908131,3539077,3711742,3154462,557280,282615,121010,161605,998553,515859,482694,822539,477160,345379,2454298,116800,2337498,817606,51689,765917
19,2,9,4742782,2555521,2187261,2280849,1992589,288260,176071,85845,90226,547724,311238,236486,382627,241749,140878,1738138,165849,1572289,339435,40014,299421
19,2,10,3026860,1507381,1519479,939955,828726,111229,100957,58499,42458,252950,161332,91618,137808,92423,45385,1732998,458824,1274174,158237,43974,114263
19,2,11,1332964,638719,694245,235363,209868,25495,27154,18653,8501,60033,42095,17938,24943,17418,7525,1010414,368103,642311,39499,14289,25210
19,2,12,536855,245245,291610,68199,58785,9414,7376,4603,2773,20080,12336,7744,11640,7268,4372,441200,169521,271679,17560,5263,12297
19,2,13,48381,26367,22014,10577,8743,1834,1116,617,499,4615,2678,1937,3278,2014,1264,32073,14329,17744,3486,1303,2183
19,2,14,39079373,20170683,18908690,15082155,12805340,2276815,1553981,749126,804855,5325520,3005677,2319843,4826580,2948043,1878537,17117717,3610540,13507177,7639030,1977777,5661253
19,2,15,4896679,2391345,2505334,1243517,1097379,146138,135487,81755,53732,333063,215763,117300,174391,117109,57282,3184612,996448,2188164,215296,63526,151770
19,3,16,29093002,14964082,14128920,9197145,7658364,1538781,254265,148342,105923,1222464,698161,524303,960085,580659,379426,18419128,6459215,11959913,4449171,1458865,2990306
19,3,1,2199166,1131405,1067761,18274,10678,7596,2519,1286,1233,19430,10126,9304,9710,5131,4579,2158943,1109315,1049628,56375,29469,26906
19,3,2,2479429,1276478,1202951,62765,43664,19101,9017,5194,3823,45637,25113,20524,30599,17725,12874,2362010,1202507,1159503,185249,99660,85589
19,3,3,2615336,1342721,1272615,327576,254123,73453,27633,17502,10131,137202,82546,54656,125462,78986,46476,2122925,988550,1134375,922811,462133,460678
19,3,4,2715601,1359958,1355643,775445,633696,141749,37345,23744,13601,194031,117706,76325,180753,115548,65205,1708780,584812,1123968,1010362,416295,594067
19,3,5,2642913,1321409,1321504,1155438,951300,204138,34883,21003,13880,177968,104224,73744,159083,98096,60987,1274624,244882,1029742,691656,185247,506409
19,3,6,2389320,1209476,1179844,1207198,1002670,204528,28576,15927,12649,143450,78587,64863,120872,70326,50546,1010096,112292,897804,463176,76165,387011
19,3,7,2415945,1217284,1198661,1281862,1059119,222743,27391,14154,13237,134400,69313,65087,108338,59506,48832,972292,74698,897594,389915,45116,344799
19,3,8,4041571,2125685,1915886,2240894,1882387,358507,40955,22159,18796,191392,103380,88012,136896,79674,57222,1568330,117759,1450571,439323,53929,385394
19,3,9,2783748,1508614,1275134,1491504,1278927,212577,24450,14092,10358,102427,60101,42326,56593,35605,20988,1165367,155494,1009873,167204,36918,130286
19,3,10,1701587,890300,811287,457523,391223,66300,14176,8757,5419,49897,30928,18969,21349,13935,7414,1179991,459392,720599,86043,38206,47837
19,3,11,797410,408378,389032,116373,99200,17173,4889,3115,1774,15638,10017,5621,4954,3154,1800,660510,296046,364464,20890,9667,11223
19,3,12,346706,161291,185415,47204,39017,8187,1925,1134,791,7709,4443,3266,3572,2022,1550,289868,116697,173171,11964,4093,7871
19,3,13,64070,37385,26685,15089,12360,2729,506,275,231,3283,1677,1606,1904,951,953,45192,23073,22119,4203,1967,2236
19,3,14,19604434,10085147,9519287,8479917,7062222,1417695,221233,128581,92652,1080870,615857,465013,887997,537741,350256,9822414,2278487,7543927,4084447,1275803,2808644
19,3,15,2845703,1459969,1385734,621100,529440,91660,20990,13006,7984,73244,45388,27856,29875,19111,10764,2130369,872135,1258234,118897,51966,66931
20,1,16,32988134,16930315,16057819,6818595,5234442,1584153,1326140,545374,780766,4953539,2644953,2308586,3466463,2141262,1325201,19889860,8505546,11384314,1475823,680240,795583
20,1,1,4138425,2117879,2020546,24091,13221,10870,28687,13977,14710,35649,17783,17866,9838,5226,4612,4049998,2072898,1977100,32344,16959,15385
20,1,2,4104396,2112627,1991769,66905,40603,26302,117872,57341,60531,127072,64786,62286,62717,35322,27395,3792547,1949897,1842650,77542,43067,34475
20,1,3,3205268,1714887,1490381,312628,217291,95337,174178,87776,86402,429426,238032,191394,337142,209854,127288,2289036,1171788,1117248,363495,214374,149121
20,1,4,2827622,1431263,1396359,669931,491536,178395,174892,73053,101839,674673,358506,316167,530334,325884,204450,1308126,508168,799958,376704,202501,174203
20,1,5,2652639,1342314,1310325,914405,701627,212778,159502,60854,98648,710782,385005,325777,541757,337944,203813,867950,194828,673122,230650,99063,131587
20,1,6,2307296,1165866,1141430,919071,710314,208757,132558,47256,85302,625135,329245,295890,465486,285047,180439,630532,79051,551481,127413,39577,87836
20,1,7,2136764,1092675,1044089,914575,707607,206968,118000,41445,76555,572236,299620,272616,417688,254566,163122,531953,44003,487950,86073,18643,67430
20,1,8,3322600,1729387,1593213,1488576,1161187,327389,177141,62099,115042,865260,449948,415312,597667,365904,231763,791623,56153,735470,92705,17241,75464
20,1,9,2171415,1108286,1063129,930806,735768,195038,117226,41795,75431,508455,263819,244636,307596,190675,116921,614928,66904,548024,44201,9980,34221
20,1,10,1592879,792417,800462,429186,335027,94159,92140,40912,51228,308198,176331,131867,154291,101372,52919,763355,240147,523208,29966,11652,18314
20,1,11,575062,294420,280642,100151,81917,18234,25352,14312,11040,68828,44912,23916,28073,20132,7941,380731,153279,227452,7719,3645,4074
20,1,12,188737,94908,93829,23308,18717,4591,5942,3446,2496,15650,9745,5905,6770,4590,2180,143837,63000,80837,2206,1038,1168
20,1,13,116734,62252,54482,24962,19627,5335,2650,1108,1542,12175,7221,4954,7104,4746,2358,76947,34296,42651,4805,2500,2305
20,1,14,18623604,9584678,9038926,6149992,4725330,1424662,1053497,414278,639219,4385967,2324175,2061792,3197670,1969874,1227796,7034148,2120895,4913253,1321241,601379,719862
20,1,15,2356678,1181745,1174933,552645,435661,116984,123434,58670,64764,392676,230988,161688,189134,126094,63040,1287923,456426,831497,39891,16335,23556
20,2,16,25055073,12776486,12278587,4886840,3563422,1323418,1259798,504889,754909,4630514,2415831,2214683,3241480,1970607,1270873,14277921,6292344,7985577,891461,381904,509557
20,2,1,3332668,1695581,1637087,19858,10738,9120,28328,13779,14549,31715,15684,16031,8480,4471,4009,3252767,1655380,1597387,24188,12510,11678
20,2,2,3237192,1662046,1575146,55407,32504,22903,116070,56298,59772,119135,60175,58960,58760,32809,25951,2946580,1513069,1433511,56802,31052,25750
20,2,3,2359367,1268321,1091046,253344,168543,84801,167779,83434,84345,402371,218938,183433,315784,193933,121851,1535873,797406,738467,237531,139599,97932
20,2,4,2052259,1031084,1021175,514306,358160,156146,165373,66773,98600,629162,325062,304100,492974,297097,195877,743418,281089,462329,205523,105655,99868
20,2,5,1942429,976894,965535,660562,482073,178489,149527,54511,95016,660627,347769,312858,502537,307308,195229,471713,92541,379172,117608,42038,75570
20,2,6,1697271,849293,847978,644829,471472,173357,124229,42268,81961,581490,297535,283955,432898,259909,172989,346723,38018,308705,71017,16011,55006
20,2,7,1570756,799950,770806,636715,467761,168954,110429,37137,73292,533280,272108,261172,389791,233483,156308,290332,22944,267388,52187,8387,43800
20,2,8,2434406,1257127,1177279,1022101,757346,264755,166394,56116,110278,810230,412065,398165,561785,339074,222711,435681,31600,404081,62422,9071,53351
20,2,9,1582195,791736,790459,627879,469861,158018,111163,38442,72721,480698,244966,235732,292566,179537,113029,362455,38467,323988,32744,6039,26705
20,2,10,1242001,606094,635907,342129,258627,83502,88298,38496,49802,293002,165403,127599,147465,96202,51263,518572,143568,375004,22525,7536,14989
20,2,11,447607,226259,221348,80388,64278,16110,24295,13543,10752,65180,42141,23039,26802,19141,7661,277744,106297,171447,5952,2678,3274
20,2,12,143253,72523,70730,17749,13841,3908,5682,3256,2426,14622,9011,5611,6341,4268,2073,105200,46415,58785,1402,610,792
20,2,13,56964,30125,26839,11573,8218,3355,2231,836,1395,9002,4974,4028,5297,3375,1922,34158,16097,18061,1560,718,842
20,2,14,13638683,6974405,6664278,4359736,3175216,1184520,994894,378681,616213,4097858,2118443,1979415,2988335,1810341,1177994,4186195,1302065,2884130,779032,326800,452232
20,2,15,1832861,904876,927985,440266,336746,103520,118275,55295,62980,372804,216555,156249,180608,119611,60997,901516,296280,605236,29879,10824,19055
20,3,16,7933061,4153829,3779232,1931755,1671020,260735,66342,40485,25857,323025,229122,93903,224983,170655,54328,5611939,2213202,3398737,584362,298336,286026
20,3,1,805757,422298,383459,4233,2483,1750,359,198,161,3934,2099,1835,1358,755,603,797231,417518,379713,8156,4449,3707
20,3,2,867204,450581,416623,11498,8099,3399,1802,1043,759,7937,4611,3326,3957,2513,1444,845967,436828,409139,20740,12015,8725
20,3,3,845901,446566,399335,59284,48748,10536,6399,4342,2057,27055,19094,7961,21358,15921,5437,753163,374382,378781,125964,74775,51189
20,3,4,775363,400179,375184,155625,133376,22249,9519,6280,3239,45511,33444,12067,37360,28787,8573,564708,227079,337629,171181,96846,74335
20,3,5,710210,365420,344790,253843,219554,34289,9975,6343,3632,50155,37236,12919,39220,30636,8584,396237,102287,293950,113042,57025,56017
20,3,6,610025,316573,293452,274242,238842,35400,8329,4988,3341,43645,31710,11935,32588,25138,7450,283809,41033,242776,56396,23566,32830
20,3,7,566008,292725,273283,277860,239846,38014,7571,4308,3263,38956,27512,11444,27897,21083,6814,241621,21059,220562,33886,10256,23630
20,3,8,888194,472260,415934,466475,403841,62634,10747,5983,4764,55030,37883,17147,35882,26830,9052,355942,24553,331389,30283,8170,22113
20,3,9,589220,316550,272670,302927,265907,37020,6063,3353,2710,27757,18853,8904,15030,11138,3892,252473,28437,224036,11457,3941,7516
20,3,10,350878,186323,164555,87057,76400,10657,3842,2416,1426,15196,10928,4268,6826,5170,1656,244783,96579,148204,7441,4116,3325
20,3,11,127455,68161,59294,19763,17639,2124,1057,769,288,3648,2771,877,1271,991,280,102987,46982,56005,1767,967,800
20,3,12,45484,22385,23099,5559,4876,683,260,190,70,1028,734,294,429,322,107,38637,16585,22052,804,428,376
20,3,13,59770,32127,27643,13389,11409,1980,419,272,147,3173,2247,926,1807,1371,436,42789,18199,24590,3245,1782,1463
20,3,14,4984921,2610273,2374648,1790256,1550114,240142,58603,35597,23006,288109,205732,82377,209335,159533,49802,2847953,818830,2029123,542209,274579,267630
20,3,15,523817,276869,246948,112379,98915,13464,5159,3375,1784,19872,14433,5439,8526,6483,2043,386407,160146,226261,10012,5511,4501
21,1,16,41974218,21212136,20762082,10707543,8794413,1913130,1236903,497616,739287,5597143,2610626,2986517,3725906,2025159,1700747,24432629,9309481,15123148,2647989,1118027,1529962
21,1,1,4074768,2085339,1989429,20538,11417,9121,13096,6307,6789,28766,14036,14730,9683,4844,4839,4012368,2053579,1958789,33571,17473,16098
21,1,2,4348625,2203535,2145090,71549,44908,26641,67239,31602,35637,133228,63494,69734,81447,40616,40831,4076609,2063531,2013078,114443,62061,52382
21,1,3,3925398,1972684,1952714,453042,332573,120469,173096,83986,89110,599836,314386,285450,494144,281014,213130,2699424,1241739,1457685,719947,392206,327741
21,1,4,3783527,1870939,1912588,976844,777589,199255,173038,79502,93536,809700,424118,385582,643389,382108,261281,1823945,589730,1234215,696179,342288,353891
21,1,5,3574037,1772876,1801161,1343396,1102230,241166,144858,57852,87006,763114,374171,388943,568983,323901,245082,1322669,238623,1084046,408669,156236,252433
21,1,6,3102991,1542233,1560758,1374459,1131486,242973,117615,40194,77421,635616,277086,358530,443030,230680,212350,975301,93467,881834,215931,54967,160964
21,1,7,3051188,1528685,1522503,1450006,1186718,263288,113067,36035,77032,620210,253906,366304,414514,205812,208702,867905,52026,815879,149556,24393,125163
21,1,8,5025504,2600286,2425218,2500197,2062988,437209,181183,57752,123431,979746,400335,579411,601578,300457,301121,1364378,79211,1285167,161279,25308,135971
21,1,9,3331532,1701815,1629717,1534666,1299118,235548,122829,40524,82305,579507,245231,334276,297140,153233,143907,1094530,116942,977588,76285,15671,60614
21,1,10,2453586,1225484,1228102,723824,621172,102652,93616,41912,51704,332302,173587,158715,133291,78319,54972,1303844,388813,915031,49549,17662,31887
21,1,11,1132870,563929,568941,191768,168034,23734,28825,17133,11692,82380,52146,30234,24531,16062,8469,829897,326616,503281,14049,5886,8163
21,1,12,397992,204857,193135,41423,35485,5938,5838,3696,2142,17944,10881,7063,6268,3775,2493,332787,154795,177992,3762,1619,2143
21,1,13,119171,61347,57824,25831,20695,5136,2603,1121,1482,14794,7249,7545,7908,4338,3570,75943,32282,43661,4769,2257,2512
21,1,14,25794177,12989518,12804659,9632610,7892702,1739908,1025686,395845,629841,4987729,2289233,2698496,3462778,1877205,1585573,10148152,2411738,7736414,2427846,1011069,1416777
21,1,15,3984448,1994270,1990178,957015,824691,132324,128279,62741,65538,432626,236614,196012,164090,98156,65934,2466528,870224,1596304,67360,25167,42193
21,2,16,34970562,17586203,17384359,8623947,7045991,1577956,1185510,468828,716682,5294257,2426755,2867502,3560459,1914028,1646431,19866848,7644629,12222219,2108443,861961,1246482
21,2,1,3494942,1782516,1712426,16509,8998,7511,12834,6168,6666,23933,11487,12446,8413,4150,4263,3441666,1755863,1685803,28315,14641,13674
21,2,2,3705396,1872543,1832853,59879,36983,22896,65780,30789,34991,124107,58553,65554,77648,38414,39234,3455630,1746218,1709412,97429,52366,45063
21,2,3,3240171,1616989,1623182,379590,274738,104852,167210,80393,86817,568046,294526,273520,471675,266217,205458,2125325,967332,1157993,588148,317878,270270
21,2,4,3078847,1513663,1565184,794553,627920,166633,165363,74544,90819,762453,393187,369266,608564,357779,250785,1356478,418012,938466,528701,253213,275488
21,2,5,2918990,1446384,1472606,1072539,876551,195988,137895,53752,84143,719163,346058,373105,539767,303598,236169,989393,170023,819370,310490,112601,197889
21,2,6,2520189,1247203,1272986,1086427,888051,198376,111874,37093,74781,599822,255297,344525,422348,216619,205729,722066,66762,655304,169593,39549,130044
21,2,7,2487391,1242592,1244799,1151676,936395,215281,107617,33357,74260,587358,235274,352084,397362,194717,202645,640740,37566,603174,120027,17652,102375
21,2,8,4101912,2109121,1992791,1978717,1624322,354395,172727,53612,119115,930616,372418,558198,579768,286220,293548,1019852,58769,961083,135807,19186,116621
21,2,9,2751692,1383940,1367752,1223704,1030890,192814,118039,38091,79948,552832,229842,322990,288420,147539,140881,857117,85117,772000,66993,12320,54673
21,2,10,2121114,1051971,1069143,637636,547758,89878,90393,40049,50344,317965,164531,153434,129514,75729,53785,1075120,299633,775487,43646,14460,29186
21,2,11,980596,486817,493779,168626,148218,20408,27732,16424,11308,77932,49102,28830,23710,15488,8222,706306,273073,433233,12611,5167,7444
21,2,12,337943,175428,162515,34530,29685,4845,5578,3518,2060,16611,10076,6535,5946,3590,2356,281224,132149,149075,3125,1328,1797
21,2,13,95210,48470,46740,19561,15482,4079,2468,1038,1430,13419,6404,7015,7324,3968,3356,59762,25546,34216,3558,1600,1958
21,2,14,21099192,10559892,10539300,7687206,6258867,1428339,980725,370842,609883,4720290,2126602,2593688,3307904,1772689,1535215,7710971,1803581,5907390,1919759,772399,1147360
21,2,15,3439653,1714216,1725437,840792,725661,115131,123703,59991,63712,412508,223709,188799,159170,94807,64363,2062650,704855,1357795,59382,20955,38427
21,3,16,7003656,3625933,3377723,2083596,1748422,335174,51393,28788,22605,302886,183871,119015,165447,111131,54316,4565781,1664852,2900929,539546,256066,283480
21,3,1,579826,302823,277003,4029,2419,1610,262,139,123,4833,2549,2284,1270,694,576,570702,297716,272986,5256,2832,2424
21,3,2,643229,330992,312237,11670,7925,3745,1459,813,646,9121,4941,4180,3799,2202,1597,620979,317313,303666,17014,9695,7319
21,3,3,685227,355695,329532,73452,57835,15617,5886,3593,2293,31790,19860,11930,22469,14797,7672,574099,274407,299692,131799,74328,57471
21,3,4,704680,357276,347404,182291,149669,32622,7675,4958,2717,47247,30931,16316,34825,24329,10496,467467,171718,295749,167478,89075,78403
21,3,5,655047,326492,328555,270857,225679,45178,6963,4100,2863,43951,28113,15838,29216,20303,8913,333276,68600,264676,98179,43635,54544
21,3,6,582802,295030,287772,288032,243435,44597,5741,3101,2640,35794,21789,14005,20682,14061,6621,253235,26705,226530,46338,15418,30920
21,3,7,563797,286093,277704,298330,250323,48007,5450,2678,2772,32852,18632,14220,17152,11095,6057,227165,14460,212705,29529,6741,22788
21,3,8,923592,491165,432427,521480,438666,82814,8456,4140,4316,49130,27917,21213,21810,14237,7573,344526,20442,324084,25472,6122,19350
21,3,9,579840,317875,261965,310962,268228,42734,4790,2433,2357,26675,15389,11286,8720,5694,3026,237413,31825,205588,9292,3351,5941
21,3,10,332472,173513,158959,86188,73414,12774,3223,1863,1360,14337,9056,5281,3777,2590,1187,228724,89180,139544,5903,3202,2701
21,3,11,152274,77112,75162,23142,19816,3326,1093,709,384,4448,3044,1404,821,574,247,123591,53543,70048,1438,719,719
21,3,12,60049,29429,30620,6893,5800,1093,260,178,82,1333,805,528,322,185,137,51563,22646,28917,637,291,346
21,3,13,23961,12877,11084,6270,5213,1057,135,83,52,1375,845,530,584,370,214,16181,6736,9445,1211,657,554
21,3,14,4694985,2429626,2265359,1945404,1633835,311569,44961,25003,19958,267439,162631,104808,154874,104516,50358,2437181,608157,1829024,508087,238670,269417
21,3,15,544795,280054,264741,116223,99030,17193,4576,2750,1826,20118,12905,7213,4920,3349,1571,403878,165369,238509,7978,4212,3766
22,1,16,25545198,12832895,12712303,8241714,5597454,2644260,760551,280379,480172,3177960,1256033,1921927,2014640,983642,1030998,13364973,5699029,7665944,760563,331498,429065
22,1,1,2758758,1404079,1354679,9970,5322,4648,18616,9020,9596,11812,5754,6058,3098,1577,1521,2718360,1383983,1334377,12286,6404,5882
22,1,2,2884013,1461185,1422828,53914,31121,22793,94179,44901,49278,69282,31786,37496,36664,17972,18692,2666638,1353377,1313261,37118,19803,17315
22,1,3,2599842,1319451,1280391,433244,270022,163222,150908,71254,79654,336532,155959,180573,257362,134441,122921,1679158,822216,856942,204359,111286,93073
22,1,4,2389497,1193378,1196119,957506,634549,322957,109202,43541,65661,498948,217031,281917,371672,195585,176087,823841,298257,525584,224060,112120,111940
22,1,5,2057300,1049238,1008062,1106769,769329,337440,69366,22500,46866,425757,175040,250717,295263,150137,145126,455408,82369,373039,108041,41169,66872
22,1,6,1815058,898023,917035,1066115,717562,348553,54230,14712,39518,369158,134329,234829,243176,111876,131300,325555,31420,294135,55678,14127,41551
22,1,7,1779414,891265,888149,1097201,733460,363741,48761,12370,36391,354115,125305,228810,225225,101448,123777,279337,20130,259207,36666,7044,29622
22,1,8,2910927,1489376,1421551,1832530,1246150,586380,77366,19200,58166,550978,192156,358822,325892,146604,179288,450053,31870,418183,40426,7263,33163
22,1,9,1782300,899664,882636,1044124,731455,312669,56369,13705,42664,313116,110954,202162,159111,73976,85135,368691,43550,325141,19617,4144,15473
22,1,10,1277552,593292,684260,483877,340718,143159,55163,17470,37693,186901,76666,110235,76101,38096,38005,551611,158438,393173,15522,5376,10146
22,1,11,539578,249794,289784,121234,91806,29428,20704,8906,11798,47663,24183,23480,15550,8895,6655,349977,124899,225078,4767,1855,2912
22,1,12,186779,85073,101706,29319,21870,7449,5233,2618,2615,11787,5949,5838,4416,2437,1979,140440,54636,85804,1570,694,876
22,1,13,23115,12107,11008,5911,4090,1821,454,182,272,1911,921,990,1110,598,512,14839,6914,7925,453,213,240
22,1,14,15334338,7740395,7593943,7537489,5102527,2434962,566202,197282,368920,2848604,1110774,1737830,1877701,914067,963634,4382043,1329812,3052231,688847,297153,391694
22,1,15,2003909,928159,1075750,634430,454394,180036,81100,28994,52106,246351,106798,139553,96067,49428,46639,1042028,337973,704055,21859,7925,13934
22,2,16,19607961,9797426,9810535,6365271,4114031,2251240,714641,257120,457521,2983202,1151107,1832095,1894857,910029,984828,9544847,4275168,5269679,468164,198433,269731
22,2,1,2206437,1117796,1088641,7720,4053,3667,18331,8870,9461,10245,4965,5280,2808,1431,1377,2170141,1099908,1070233,9431,4901,4530
22,2,2,2289627,1155074,1134553,44542,24832,19710,91731,43523,48208,65173,29545,35628,35049,17031,18018,2088181,1057174,1031007,28449,14759,13690
22,2,3,1998051,1009334,988717,360002,214425,145577,144068,67199,76869,318066,144825,173241,244360,126015,118345,1175915,582885,593030,144055,76944,67111
22,2,4,1773929,885162,888767,765948,481286,284662,101473,39009,62464,469283,199159,270124,349367,180679,168688,437225,165708,271517,127391,62942,64449
22,2,5,1508182,770527,737655,839999,554943,285056,63240,19233,44007,397545,158504,239041,275479,137250,138229,207398,37847,169551,52514,17616,34898
22,2,6,1340001,656456,683545,800786,507263,293523,49377,12405,36972,344643,121532,223111,227275,102293,124982,145195,15256,129939,28882,5957,22925
22,2,7,1329416,663342,666074,831973,527966,304007,44427,10571,33856,331071,113947,217124,210853,93230,117623,121945,10858,111087,20441,3331,17110
22,2,8,2177475,1106658,1070817,1386556,895552,491004,71126,16587,54539,517044,175908,341136,306448,135715,170733,202749,18611,184138,25649,3908,21741
22,2,9,1344622,667591,677031,791404,526186,265218,52885,12229,40656,295613,102494,193119,150975,69346,81629,204720,26682,178038,14262,2495,11767
22,2,10,1017723,468696,549027,406333,281070,125263,52629,16361,36268,176865,71398,105467,72325,35850,36475,381896,99867,282029,11891,3568,8323
22,2,11,431583,197992,233591,102675,76824,25851,19909,8481,11428,45052,22617,22435,14795,8420,6375,263947,90070,173877,3852,1419,2433
22,2,12,149241,68761,80480,23991,17558,6433,5035,2498,2537,11094,5550,5544,4183,2290,1893,109121,43155,65966,1115,489,626
22,2,13,13987,7242,6745,3342,2073,1269,410,154,256,1508,663,845,940,479,461,8727,4352,4375,232,104,128
22,2,14,11471676,5759070,5712606,5776668,3707621,2069047,526596,177233,349363,2673265,1016369,1656896,1764757,844528,920229,2495147,857847,1637300,413194,173193,240001
22,2,15,1598547,735449,863098,532999,375452,157547,77573,27340,50233,233011,99565,133446,91303,46560,44743,754964,233092,521872,16858,5476,11382
22,3,16,5937237,3035469,2901768,1876443,1483423,393020,45910,23259,22651,194758,104926,89832,119783,73613,46170,3820126,1423861,2396265,292399,133065,159334
22,3,1,552321,286283,266038,2250,1269,981,285,150,135,1567,789,778,290,146,144,548219,284075,264144,2855,1503,1352
22,3,2,594386,306111,288275,9372,6289,3083,2448,1378,1070,4109,2241,1868,1615,941,674,578457,296203,282254,8669,5044,3625
22,3,3,601791,310117,291674,73242,55597,17645,6840,4055,2785,18466,11134,7332,13002,8426,4576,503243,239331,263912,60304,34342,25962
22,3,4,615568,308216,307352,191558,153263,38295,7729,4532,3197,29665,17872,11793,22305,14906,7399,386616,132549,254067,96669,49178,47491
22,3,5,549118,278711,270407,266770,214386,52384,6126,3267,2859,28212,16536,11676,19784,12887,6897,248010,44522,203488,55527,23553,31974
22,3,6,475057,241567,233490,265329,210299,55030,4853,2307,2546,24515,12797,11718,15901,9583,6318,180360,16164,164196,26796,8170,18626
22,3,7,449998,227923,222075,265228,205494,59734,4334,1799,2535,23044,11358,11686,14372,8218,6154,157392,9272,148120,16225,3713,12512
22,3,8,733452,382718,350734,445974,350598,95376,6240,2613,3627,33934,16248,17686,19444,10889,8555,247304,13259,234045,14777,3355,11422
22,3,9,437678,232073,205605,252720,205269,47451,3484,1476,2008,17503,8460,9043,8136,4630,3506,163971,16868,147103,5355,1649,3706
22,3,10,259829,124596,135233,77544,59648,17896,2534,1109,1425,10036,5268,4768,3776,2246,1530,169715,58571,111144,3631,1808,1823
22,3,11,107995,51802,56193,18559,14982,3577,795,425,370,2611,1566,1045,755,475,280,86030,34829,51201,915,436,479
22,3,12,37538,16312,21226,5328,4312,1016,198,120,78,693,399,294,233,147,86,31319,11481,19838,455,205,250
22,3,13,9128,4865,4263,2569,2017,552,44,28,16,403,258,145,170,119,51,6112,2562,3550,221,109,112
22,3,14,3862662,1981325,1881337,1760821,1394906,365915,39606,20049,19557,175339,94405,80934,112944,69539,43405,1886896,471965,1414931,275653,123960,151693
22,3,15,405362,192710,212652,101431,78942,22489,3527,1654,1873,13340,7233,6107,4764,2868,1896,287064,104881,182183,5001,2449,2552
23,1,16,72626809,37612306,35014503,22702119,16362065,6340054,1562488,638323,924165,7309526,3146582,4162944,4454051,2400133,2053918,41052676,17465336,23587340,2350175,1064309,1285866
