state,tru_id,age_group_id,population_total,population_male,population_female,main_workers_total,main_workers_male,main_workers_female,marginal_workers_total,marginal_workers_male,marginal_workers_female,marg_3_6mo_total,marg_3_6mo_male,marg_3_6mo_female,marg_less_3mo_total,marg_less_3mo_male,marg_less_3mo_female,non_workers_total,non_workers_male,non_workers_female,seeking_work_total,seeking_work_male,seeking_work_female
0,1,1,126928126,66300466,60627660,1108808,630875,477933,357920,180532,177388,1066910,554665,512245,328654,178149,150505,124394488,64934394,59460094,1084783,576354,508429
0,1,2,132709212,69418835,63290377,3244439,2033172,1211267,1542262,779362,762900,2808324,1450309,1358015,1263407,726515,536892,125114187,65155992,59958195,2853891,1577333,1276558
0,1,3,120526449,63982396,56544053,17703310,12721891,4981419,3054963,1645507,1409456,9458107,5330282,4127825,6501739,4165965,2335774,90310069,44284716,46025353,15134928,8423500,6711428
0,1,4,111424222,57584693,53839529,38664170,28977411,9686759,3026931,1519224,1507707,13773259,7501893,6271366,9578750,6126314,3452436,55959862,19586165,36373697,15763566,7602474,8161092
0,1,5,101413965,51344208,50069757,48666298,36901575,11764723,2565240,1145550,1419690,13228373,6786348,6442025,8560839,5250800,3310039,36954054,6510735,30443319,9133775,3057158,6076617
0,1,6,88594951,44660674,43934277,47152411,35600323,11552088,2161959,872943,1289016,11472953,5475976,5996977,6956395,4069257,2887138,27807628,2711432,25096196,5101348,1115810,3985538
0,1,7,85140684,42919381,42221303,47503671,35372529,12131142,2034963,794171,1240792,10870196,5005130,5865066,6337718,3618140,2719578,24731854,1747551,22984303,3839253,595714,3243539
0,1,8,134756439,69683500,65072939,77295643,58397073,18898570,3060740,1198933,1861807,16216156,7416270,8799886,8601272,4954681,3646591,38183900,2671224,35512676,4210096,652220,3557876
0,1,9,88215309,45299278,42916031,47440004,36456219,10983785,2017611,799649,1217962,9585365,4428473,5156892,4270417,2498131,1772286,29172329,3614937,25557392,1870576,414608,1455968
0,1,10,64118690,31646075,32472615,23840363,18216604,5623759,1625481,750244,875237,6009738,3120663,2889075,2241529,1398142,843387,32643108,9558564,23084544,1174598,421518,753080
0,1,11,28441345,14142102,14299243,6917739,5560331,1357408,583408,327584,255824,1717899,1036324,681575,515953,351926,164027,19222299,7217863,12004436,319143,133677,185466
0,1,12,11289005,5283695,6005310,1850952,1463786,387166,162259,94368,67891,485503,285648,199855,157989,102790,55199,8790291,3439893,5350398,115186,46788,68398
0,1,13,4489802,2372881,2116921,1177763,878187,299576,65112,32251,32861,371665,197600,174065,162432,100859,61573,2875262,1264843,1610419,108256,53118,55138
0,1,14,730072019,375474130,354597889,324425507,244427021,79998486,17922407,7975977,9946430,84604409,41944372,42660037,50807130,30683288,20123842,303119696,81126760,221992936,55053542,21861484,33192058
0,1,15,103849040,51071872,52777168,32609054,25240721,7368333,2371148,1172196,1198952,8213140,4442635,3770505,2915471,1852858,1062613,60655698,20216320,40439378,1608927,601983,1006944
0,2,16,833748852,427781058,405967794,245868421,178095330,67773091,19822660,8697104,11125556,83052011,40044579,43007432,48332810,28802771,19530039,485005760,200944045,284061715,38254008,15370813,22883195
0,2,1,93807612,48825259,44982353,807814,452342,355472,339420,170481,168939,738745,379884,358861,233906,126235,107671,91921633,47822552,44099081,769746,406387,363359
0,2,2,96804494,50488158,46316336,2461196,1490267,970929,1473286,738874,734412,2281880,1158211,1123669,1059224,604721,454503,90588132,47100806,43487326,2084893,1140156,944737
0,2,3,83902472,44570557,39331915,13265532,9213257,4052275,2812087,1483554,1328533,8147451,4499043,3648408,5681644,3610314,2071330,59677402,29374703,30302699,10312059,5709844,4602215
0,2,4,73835046,38138662,35696384,26970254,19459188,7511066,2668060,1280766,1387294,11746284,6183866,5562418,8231955,5197306,3034649,32450448,11214842,21235606,9422772,4472469,4950303
0,2,5,66068270,33375989,32692281,32040359,23336334,8704025,2235081,941150,1293931,11257886,5538638,5719248,7373418,4448826,2924592,20534944,3559867,16975077,5215130,1665344,3549786
0,2,6,57911779,28934192,28977587,30774663,22207414,8567249,1883233,715254,1167979,9824815,4478125,5346690,6060012,3481314,2578698,15429068,1533399,13895669,3030242,618714,2411528
0,2,7,56062707,28125561,27937146,31321754,22346701,8975053,1766151,652304,1113847,9325795,4111518,5214277,5541217,3113522,2427695,13649007,1015038,12633969,2331394,341982,1989412
0,2,8,88269236,45429505,42839731,50854565,36838786,14015779,2659901,983363,1676538,13940864,6083685,7857179,7580725,4289468,3291257,20813906,1523671,19290235,2668226,377721,2290505
0,2,9,57893302,29326076,28567226,31470188,23149486,8320702,1779315,667548,1111767,8299867,3656381,4643486,3816549,2194916,1621633,16343932,1852661,14491271,1249675,235613,1014062
0,2,10,45207515,22139903,23067612,18310474,13647640,4662834,1471057,658568,812489,5300764,2680342,2620422,2025840,1252261,773579,20125220,5153353,14971867,801282,250171,551111
0,2,11,20191317,10091603,10099714,5456662,4339618,1117044,532642,294673,237969,1499460,894517,604943,463504,316068,147436,12702553,4562795,8139758,229666,91875,137791
0,2,12,7894990,3765796,4129194,1374336,1074898,299438,146507,84210,62297,404724,236456,168268,134785,87954,46831,5969423,2370232,3599191,74825,29769,45056
0,2,13,2913452,1533420,1380032,760624,539399,221225,55920,26359,29561,283476,143913,139563,130031,79866,50165,1813432,823749,989683,64098,30768,33330
0,2,14,483942812,247900542,236042270,216697315,156551166,60146149,15803828,6723939,9079889,72542962,34551256,37991706,44285520,26335666,17949854,178898707,50074181,128824526,34229498,13421687,20807811
0,2,15,73293822,35997302,37296520,25141472,19062156,6079316,2150206,1037451,1112755,7204948,3811315,3393633,2624129,1656283,967846,38797196,12086380,26710816,1105773,371815,733958
0,3,16,377106125,195489200,181616925,116697150,95114646,21582504,2436189,1443214,992975,14012437,8545002,5467435,7144284,4738898,2405386,243960349,90386338,153574011,22455391,9299459,13155932
0,3,1,33120514,17475207,15645307,300994,178533,122461,18500,10051,8449,328165,174781,153384,94748,51914,42834,32472855,17111842,15361013,315037,169967,145070
0,3,2,35904718,18930677,16974041,783243,542905,240338,68976,40488,28488,526444,292098,234346,204183,121794,82389,34526055,18055186,16470869,768998,437177,331821
0,3,3,36623977,19411839,17212138,4437778,3508634,929144,242876,161953,80923,1310656,831239,479417,820095,555651,264444,30632667,14910013,15722654,4822869,2713656,2109213
0,3,4,37589176,19446031,18143145,11693916,9518223,2175693,358871,238458,120413,2026975,1318027,708948,1346795,929008,417787,23509414,8371323,15138091,6340794,3130005,3210789
0,3,5,35345695,17968219,17377476,16625939,13565241,3060698,330159,204400,125759,1970487,1247710,722777,1187421,801974,385447,16419110,2950868,13468242,3918645,1391814,2526831
0,3,6,30683172,15726482,14956690,16377748,13392909,2984839,278726,157689,121037,1648138,997851,650287,896383,587943,308440,12378560,1178033,11200527,2071106,497096,1574010
0,3,7,29077977,14793820,14284157,16181917,13025828,3156089,268812,141867,126945,1544401,893612,650789,796501,504618,291883,11082847,732513,10350334,1507859,253732,1254127
0,3,8,46487203,24253995,22233208,26441078,21558287,4882791,400839,215570,185269,2275292,1332585,942707,1020547,665213,355334,17369994,1147553,16222441,1541870,274499,1267371
0,3,9,30322007,15973202,14348805,15969816,13306733,2663083,238296,132101,106195,1285498,772092,513406,453868,303215,150653,12828397,1762276,11066121,620901,178995,441906
0,3,10,18911175,9506172,9405003,5529889,4568964,960925,154424,91676,62748,708974,440321,268653,215689,145881,69808,12517888,4405211,8112677,373316,171347,201969
0,3,11,8250028,4050499,4199529,1461077,1220713,240364,50766,32911,17855,218439,141807,76632,52449,35858,16591,6519746,2655068,3864678,89477,41802,47675
0,3,12,3394015,1517899,1876116,476616,388888,87728,15752,10158,5594,80779,49192,31587,23204,14836,8368,2820868,1069661,1751207,40361,17019,23342
0,3,13,1576350,839461,736889,417139,338788,78351,9192,5892,3300,88189,53687,34502,32401,20993,11408,1061830,441094,620736,44158,22350,21808
0,3,14,246129207,127573588,118555619,107728192,87875855,19852337,2118579,1252038,866541,12061447,7393116,4668331,6521610,4347622,2173988,124220989,31052579,93168410,20824044,8439797,12384247
0,3,15,30555218,15074570,15480648,7467582,6178565,1289017,220942,134745,86197,1008192,631320,376872,291342,196575,94767,21858502,8129940,13728562,503154,230168,272986
1,1,16,12541302,6640662,5900640,2644149,2305788,338361,476997,213623,263374,1201567,675679,525888,836801,542984,293817,8218589,3445572,4773017,1137893,454392,683501
1,1,1,1411973,746818,665155,7874,4589,3285,7161,3648,3513,15754,8245,7509,6745,3617,3128,1381184,730336,650848,27707,14901,12806
1,1,2,1413853,744855,668998,17654,11585,6069,29357,14736,14621,37123,18554,18569,21792,11904,9888,1329719,699980,629739,71182,37415,33767
1,1,3,1237462,640362,597100,69907,54025,15882,56628,28064,28564,101791,54824,46967,89504,53040,36464,1009136,503449,505687,270213,140812,129401
1,1,4,1160913,603578,557335,240918,206153,34765,68366,31750,36616,169621,95161,74460,148434,92570,55864,682008,270514,411494,297423,137793,159630
1,1,5,1086122,584559,501563,407604,356210,51394,60998,25532,35466,173711,96849,76862,137491,87118,50373,443809,105968,337841,182209,62944,119265
1,1,6,926903,495746,431157,399616,347849,51767,51964,20831,31133,151765,84427,67338,111720,72731,38989,323558,42639,280919,97984,22875,75109
1,1,7,837945,441265,396680,374782,325547,49235,46298,18143,28155,136342,74925,61417,94360,62069,32291,280523,22650,257873,66218,9987,56231
1,1,8,1304875,699299,605576,597742,525918,71824,70914,27766,43148,202432,111504,90928,124703,84557,40146,433787,34111,399676,69253,9940,59313
1,1,9,808597,428352,380245,333370,297609,35761,43469,18637,24832,115699,65993,49706,59739,42652,17087,316059,46113,269946,29572,6998,22574
1,1,10,526691,276170,250521,129505,117406,12099,27280,14977,12303,65518,42713,22805,29265,22562,6703,304388,101074,203314,17158,6802,10356
1,1,11,269095,140566,128529,46418,42256,4162,10620,6875,3745,23097,16517,6580,9090,7258,1832,188960,74918,114042,5685,2532,3153
1,1,12,126870,65844,61026,15840,14064,1776,3638,2479,1159,7784,5401,2383,3415,2543,872,99608,43900,55708,2596,1084,1512
1,1,13,15119,9747,5372,2919,2577,342,304,185,119,930,566,364,543,363,180,10966,6419,4547,693,309,384
1,1,14,7362817,3893161,3469656,2423939,2113311,310628,398637,170723,227914,1051361,583683,467678,765951,494737,271214,3488880,1025444,2463436,1012872,391349,621523
1,1,15,922656,482580,440076,191763,173726,18037,41538,24331,17207,96399,64631,31768,41770,32363,9407,592956,219892,373064,25439,10418,15021
1,2,16,9108060,4774477,4333583,1669814,1453157,216657,429318,191925,237393,1013949,566924,447025,709016,466812,242204,5994979,2562471,3432508,738195,296792,441403
1,2,1,1109056,584994,524062,5608,3224,2384,6621,3362,3259,10816,5557,5259,4757,2527,2230,1086011,572851,513160,19023,10169,8854
1,2,2,1097236,575511,521725,12708,8235,4473,27433,13709,13724,29169,14310,14859,17396,9475,7921,1027926,539257,488669,51059,26473,24586
1,2,3,926108,477098,449010,52092,39705,12387,51860,25693,26167,85297,45477,39820,75221,44894,30327,736859,366223,370636,187499,98384,89115
1,2,4,827361,423292,404069,161264,135551,25713,61174,28314,32860,142675,79802,62873,124437,78895,45542,462248,179625,282623,188140,87841,100299
1,2,5,738568,385544,353024,251544,218431,33113,54303,22565,31738,145107,80414,64693,114635,73967,40668,287614,64134,223480,106366,36202,70164
1,2,6,636137,333062,303075,250752,217976,32776,46426,18509,27917,128408,70959,57449,94772,62599,32173,210551,25618,184933,58617,12951,45666
1,2,7,568825,294268,274557,231362,201105,30257,41155,16085,25070,115795,63180,52615,80630,53690,26940,180513,13898,166615,40831,5826,35005
1,2,8,879181,462024,417157,361922,320179,41743,63167,24772,38395,172832,94402,78430,107881,74119,33762,281260,22671,258589,47261,6895,40366
1,2,9,547487,288445,259042,205864,185691,20173,39116,16771,22345,99783,56505,43278,52260,37730,14530,202724,29478,173246,21142,4883,16259
1,2,10,366725,192020,174705,90322,81437,8885,24729,13448,11281,56753,36824,19929,25656,19902,5754,194921,60311,134610,11905,4422,7483
1,2,11,191002,100757,90245,33521,30291,3230,9734,6275,3459,19967,14365,5602,8010,6468,1542,127780,49826,77954,4070,1759,2311
1,2,12,94242,49712,44530,11215,9918,1297,3348,2280,1068,6631,4691,1940,2936,2254,682,73048,32823,40225,1776,741,1035
1,2,13,10843,6859,3984,1640,1414,226,252,142,110,716,438,278,425,292,133,8235,4865,3370,506,246,260
1,2,14,5123667,2663733,2459934,1514800,1318638,196162,357201,152709,204492,889897,490739,399158,649836,425894,223942,2361769,701647,1660122,649856,252982,396874
1,2,15,651969,342489,309480,135058,121646,13412,37811,22003,15808,83351,55880,27471,36602,28624,7978,395749,142960,252789,17751,6922,10829
1,3,16,3433242,1866185,1567057,974335,852631,121704,47679,21698,25981,187618,108755,78863,127785,76172,51613,2223610,883101,1340509,399698,157600,242098
1,3,1,302917,161824,141093,2266,1365,901,540,286,254,4938,2688,2250,1988,1090,898,295173,157485,137688,8684,4732,3952
1,3,2,316617,169344,147273,4946,3350,1596,1924,1027,897,7954,4244,3710,4396,2429,1967,301793,160723,141070,20123,10942,9181
1,3,3,311354,163264,148090,17815,14320,3495,4768,2371,2397,16494,9347,7147,14283,8146,6137,272277,137226,135051,82714,42428,40286
1,3,4,333552,180286,153266,79654,70602,9052,7192,3436,3756,26946,15359,11587,23997,13675,10322,219760,90889,128871,109283,49952,59331
1,3,5,347554,199015,148539,156060,137779,18281,6695,2967,3728,28604,16435,12169,22856,13151,9705,156195,41834,114361,75843,26742,49101
1,3,6,290766,162684,128082,148864,129873,18991,5538,2322,3216,23357,13468,9889,16948,10132,6816,113007,17021,95986,39367,9924,29443
1,3,7,269120,146997,122123,143420,124442,18978,5143,2058,3085,20547,11745,8802,13730,8379,5351,100010,8752,91258,25387,4161,21226
1,3,8,425694,237275,188419,235820,205739,30081,7747,2994,4753,29600,17102,12498,16822,10438,6384,152527,11440,141087,21992,3045,18947
1,3,9,261110,139907,121203,127506,111918,15588,4353,1866,2487,15916,9488,6428,7479,4922,2557,113335,16635,96700,8430,2115,6315
1,3,10,159966,84150,75816,39183,35969,3214,2551,1529,1022,8765,5889,2876,3609,2660,949,109467,40763,68704,5253,2380,2873
1,3,11,78093,39809,38284,12897,11965,932,886,600,286,3130,2152,978,1080,790,290,61180,25092,36088,1615,773,842
1,3,12,32628,16132,16496,4625,4146,479,290,199,91,1153,710,443,479,289,190,26560,11077,15483,820,343,477
1,3,13,4276,2888,1388,1279,1163,116,52,43,9,214,128,86,118,71,47,2731,1554,1177,187,63,124
1,3,14,2239150,1229428,1009722,909139,794673,114466,41436,18014,23422,161464,92944,68520,116115,68843,47272,1127111,323797,803314,363016,138367,224649
1,3,15,270687,140091,130596,56705,52080,4625,3727,2328,1399,13048,8751,4297,5168,3739,1429,197207,76932,120275,7688,3496,4192
2,1,16,6864602,3481873,3382729,2062501,1438989,623512,471861,187205,284656,1025060,417179,607881,607677,320831,286846,3305180,1438500,1866680,308724,122735,185989
2,1,1,591177,311457,279720,4424,2416,2008,19475,9954,9521,7712,3877,3835,1808,986,822,559566,295210,264356,4341,2355,1986
2,1,2,639224,338240,300984,10577,6047,4530,59368,30129,29239,25060,12263,12797,7628,3879,3749,544219,289801,254418,8330,4583,3747
2,1,3,640461,336729,303732,59579,39298,20281,75409,38445,36964,66257,32229,34028,50938,27969,22969,439216,226757,212459,62128,34202,27926
2,1,4,643866,323720,320146,198287,135758,62529,58945,25446,33499,130145,57418,72727,115682,61531,54151,256489,105098,151391,93015,43772,49243
2,1,5,589160,290125,299035,272500,189861,82639,42307,14608,27699,135328,55023,80305,105030,53965,51065,139025,30633,108392,53394,17110,36284
2,1,6,546357,271253,275104,283592,198958,84634,35444,10701,24743,123919,48907,75012,86452,44701,41751,103402,12687,90715,29931,6343,23588
2,1,7,517966,258230,259736,282043,196971,85072,32168,9172,22996,114777,43590,71187,72495,37712,34783,88978,8497,80481,20239,3487,16752
2,1,8,840688,419911,420777,467133,327335,139798,50376,13442,36934,178824,63215,115609,92138,48289,43849,144355,15919,128436,20973,4477,16496
2,1,9,597547,300969,296578,305990,219970,86020,40044,11260,28784,123814,44003,79811,47042,25111,21931,127699,25736,101963,9245,3067,6178
2,1,10,389979,193851,196128,118253,80440,37813,33823,12954,20869,79781,36599,43182,20558,11982,8576,158122,63858,94264,4762,2348,2414
2,1,11,206293,98559,107734,44032,30638,13394,17524,7754,9770,29617,15033,14584,5615,3396,2219,115120,45134,69986,1398,621,777
2,1,12,106737,48465,58272,13832,9710,4122,6396,3108,3288,8659,4502,4157,1618,953,665,77850,31145,46705,579,220,359
2,1,13,10163,5353,4810,2259,1587,672,582,232,350,1167,520,647,673,357,316,6155,3014,3141,389,150,239
2,1,14,4376045,2200937,2175108,1869124,1308151,560973,334693,123074,211619,873064,344385,528679,569777,299278,270499,1299164,425327,873837,288925,112458,176467
2,1,15,703009,340875,362134,176117,120788,55329,57743,23816,33927,118057,56134,61923,27791,16331,11460,351092,140137,210955,6739,3189,3550
2,2,16,6176050,3110345,3065705,1822109,1247874,574235,465723,184322,281401,1001552,404162,597390,594985,312602,282383,2886666,1273987,1612679,253013,101392,151621
2,2,1,537559,282441,255118,3971,2141,1830,19337,9882,9455,7390,3694,3696,1718,934,784,506861,266724,240137,3768,2027,1741
2,2,2,580265,305500,274765,9623,5393,4230,59047,29971,29076,24535,11984,12551,7432,3760,3672,487060,258152,228908,7244,3965,3279
2,2,3,575991,300554,275437,53412,34073,19339,74692,38005,36687,64618,31170,33448,49744,27149,22595,383269,197306,185963,53133,29015,24118
2,2,4,573439,285167,288272,177218,118214,59004,58000,24895,33105,126883,55459,71424,113176,59988,53188,211338,86599,124739,75888,35648,40240
2,2,5,523605,255016,268589,240181,163679,76502,41545,14237,27308,131866,53037,78829,102610,52454,50156,110013,24063,85950,41980,13331,28649
2,2,6,485375,239272,246103,249101,171351,77750,34745,10431,24314,120796,47278,73518,84584,43581,41003,80733,10212,70521,23238,5026,18212
2,2,7,459275,227906,231369,247010,169790,77220,31490,8943,22547,111836,42101,69735,70897,36699,34198,68939,7072,61867,15707,2888,12819
2,2,8,745428,368626,376802,406497,280678,125819,49472,13120,36352,174637,61051,113586,90357,47039,43318,114822,13777,101045,17427,3857,13570
2,2,9,535504,265790,269714,267974,189661,78313,39546,11034,28512,121491,42776,78715,46359,24586,21773,106493,22319,84174,8244,2673,5571
2,2,10,358359,177281,181078,110671,74071,36600,33525,12808,20717,78579,35873,42706,20298,11772,8526,135584,54529,81055,4222,2049,2173
2,2,11,190890,90811,100079,41566,28503,13063,17397,7684,9713,29217,14798,14419,5547,3350,2197,102710,39826,62884,1282,567,715
2,2,12,100043,45339,54704,12931,8983,3948,6353,3086,3267,8556,4438,4118,1597,940,657,72203,28832,43371,527,206,321
2,2,13,9386,4899,4487,1954,1337,617,574,226,348,1148,503,645,666,350,316,5710,2833,2877,353,140,213
2,2,14,3898617,1942331,1956286,1641393,1127446,513947,329490,120665,208825,852127,332872,519255,557727,291496,266231,1075607,361348,714259,235617,92438,143179
2,2,15,649292,313431,335861,165168,111557,53611,57275,23578,33697,116352,55109,61243,27442,16062,11380,310497,123187,187310,6031,2822,3209
2,3,16,688552,371528,317024,240392,191115,49277,6138,2883,3255,23508,13017,10491,12692,8229,4463,418514,164513,254001,55711,21343,34368
2,3,1,53618,29016,24602,453,275,178,138,72,66,322,183,139,90,52,38,52705,28486,24219,573,328,245
2,3,2,58959,32740,26219,954,654,300,321,158,163,525,279,246,196,119,77,57159,31649,25510,1086,618,468
2,3,3,64470,36175,28295,6167,5225,942,717,440,277,1639,1059,580,1194,820,374,55947,29451,26496,8995,5187,3808
2,3,4,70427,38553,31874,21069,17544,3525,945,551,394,3262,1959,1303,2506,1543,963,45151,18499,26652,17127,8124,9003
2,3,5,65555,35109,30446,32319,26182,6137,762,371,391,3462,1986,1476,2420,1511,909,29012,6570,22442,11414,3779,7635
2,3,6,60982,31981,29001,34491,27607,6884,699,270,429,3123,1629,1494,1868,1120,748,22669,2475,20194,6693,1317,5376
2,3,7,58691,30324,28367,35033,27181,7852,678,229,449,2941,1489,1452,1598,1013,585,20039,1425,18614,4532,599,3933
2,3,8,95260,51285,43975,60636,46657,13979,904,322,582,4187,2164,2023,1781,1250,531,29533,2142,27391,3546,620,2926
2,3,9,62043,35179,26864,38016,30309,7707,498,226,272,2323,1227,1096,683,525,158,21206,3417,17789,1001,394,607
2,3,10,31620,16570,15050,7582,6369,1213,298,146,152,1202,726,476,260,210,50,22538,9329,13209,540,299,241
2,3,11,15403,7748,7655,2466,2135,331,127,70,57,400,235,165,68,46,22,12410,5308,7102,116,54,62
2,3,12,6694,3126,3568,901,727,174,43,22,21,103,64,39,21,13,8,5647,2313,3334,52,14,38
2,3,13,777,454,323,305,250,55,8,6,2,19,17,2,7,7,0,445,181,264,36,10,26
2,3,14,477428,258606,218822,227731,180705,47026,5203,2409,2794,20937,11513,9424,12050,7782,4268,223557,63979,159578,53308,20020,33288
2,3,15,53717,27444,26273,10949,9231,1718,468,238,230,1705,1025,680,349,269,80,40595,16950,23645,708,367,341
3,1,16,27743338,14639465,13103873,8450936,7264631,1186305,296011,148000,148011,1150415,661526,488889,673937,431110,242827,17845976,6565308,11280668,1554976,621876,933100
3,1,1,2368019,1301682,1066337,23531,14337,9194,1753,945,808,27360,15198,12162,8237,4665,3572,2315375,1271202,1044173,23321,13076,10245
3,1,2,2583402,1445530,1137872,66822,48759,18063,9364,5362,4002,47815,27681,20134,20965,12780,8185,2459401,1363728,1095673,57302,34005,23297
3,1,3,2817683,1570180,1247503,396263,338041,58222,36175,22293,13882,126083,82205,43878,91976,63393,28583,2259162,1127641,1131521,388698,229756,158942
3,1,4,2776636,1465531,1311105,945741,821204,124537,45006,26326,18680,176782,113405,63377,130188,89381,40807,1609107,504596,1104511,419649,194091,225558
3,1,5,2463861,1270405,1193456,1166672,1003022,163650,37416,19166,18250,150572,89830,60742,99698,64970,34728,1109201,158387,950814,231211,66581,164630
3,1,6,2116539,1082533,1034006,1087604,929420,158184,31987,13893,18094,124243,67675,56568,75060,45331,29729,872705,71545,801160,121962,22381,99581
3,1,7,1989071,1010862,978209,1048282,887851,160431,30182,12085,18097,114957,59371,55586,66569,38717,27852,795650,51555,744095,91291,12571,78720
3,1,8,3376240,1727343,1648897,1782599,1524234,258365,46895,19113,27782,180198,92660,87538,95114,56630,38484,1366548,91336,1275212,113788,17333,96455
3,1,9,2211019,1149509,1061510,1110580,968620,141960,26048,11743,14305,99184,53118,46066,45056,28498,16558,975207,116028,859179,52768,11942,40826
3,1,10,1716178,855289,860889,580752,513402,67350,21962,11154,10808,71343,40371,30972,29864,18977,10887,1042121,290362,751759,39851,13547,26304
3,1,11,770138,402323,367815,179325,161521,17804,6802,4438,2364,22102,14209,7893,7765,5531,2234,561909,222155,339754,10325,4564,5761
3,1,12,379501,186050,193451,52888,45993,6895,2048,1280,768,7736,4601,3135,2466,1609,857,316829,134176,182653,3418,1436,1982
3,1,13,41522,22272,19250,9877,8227,1650,373,202,171,2040,1202,838,979,628,351,29232,12641,16591,1392,593,799
3,1,14,17751049,9276363,8474686,7537741,6472392,1065349,253709,124619,129090,972019,558264,413755,603661,386920,216741,8987580,2121088,6866492,1419367,554655,864712
3,1,15,2865817,1443662,1422155,812965,720916,92049,30812,16872,13940,101181,59181,42000,40095,26117,13978,1920859,646693,1274166,53594,19547,34047
3,2,16,17344192,9093476,8250716,5107024,4417839,689185,249577,116756,132821,822598,461224,361374,513706,325672,188034,11164993,4097657,7067336,984862,381069,603793
3,2,1,1507022,827905,679117,14207,8746,5461,1420,759,661,12643,6979,5664,4467,2525,1942,1478752,811421,667331,14936,8388,6548
3,2,2,1668828,931366,737462,42747,31010,11737,8116,4485,3631,26754,15461,11293,13885,8422,5463,1591211,880410,710801,38868,22733,16135
3,2,3,1814427,1003831,810596,263448,224962,38486,30863,18204,12659,88157,57362,30795,69088,47381,21707,1431959,703303,728656,260771,150833,109938
3,2,4,1706833,888739,818094,593609,518570,75039,37082,20428,16654,125992,80202,45790,96825,66671,30154,950150,269539,680611,254681,112486,142195
3,2,5,1455456,738196,717260,668523,579366,89157,30752,14507,16245,106811,62464,44347,74115,48120,25995,649370,81859,567511,134363,35413,98950
3,2,6,1263506,636268,627238,626371,537883,88488,26851,10712,16139,90747,47604,43143,58117,34645,23472,519537,40069,479468,74241,12610,61631
3,2,7,1202842,604249,598593,613207,522456,90751,25442,9302,16140,85318,42258,43060,52387,29911,22476,478875,30233,448642,57477,7523,49954
3,2,8,2067586,1051489,1016097,1061769,914334,147435,39645,14767,24878,134582,66273,68309,75594,44235,31359,831590,56115,775475,75195,10819,64376
3,2,9,1319003,681659,637344,645626,568590,77036,22099,9235,12864,72753,37333,35420,35721,22124,13597,578525,66501,512024,35247,7033,28214
3,2,10,1150840,567649,583191,404042,356830,47212,19391,9394,9997,55278,30429,24849,24588,15421,9167,672129,170996,501133,28150,8569,19581
3,2,11,532089,280485,251604,128922,116470,12452,5856,3733,2123,16528,10696,5832,6253,4472,1781,380783,149586,231197,7478,3225,4253
3,2,12,274781,135823,138958,37738,32919,4819,1738,1057,681,5499,3277,2222,1858,1223,635,229806,98570,131236,2441,996,1445
3,2,13,29610,15833,13777,6815,5703,1112,322,173,149,1536,886,650,808,522,286,20937,9071,11866,1014,441,573
3,2,14,10829653,5604431,5225222,4472553,3866161,606392,212734,97155,115579,704360,393496,310864,461847,293087,168760,5440006,1247619,4192387,891975,336717,555258
3,2,15,1957710,983957,973753,570702,506219,64483,26985,14184,12801,77305,44402,32903,32699,21116,11583,1282718,419152,863566,38069,12790,25279
3,3,16,10399146,5545989,4853157,3343912,2846792,497120,46434,31244,15190,327817,200302,127515,160231,105438,54793,6680983,2467651,4213332,570114,240807,329307
3,3,1,860997,473777,387220,9324,5591,3733,333,186,147,14717,8219,6498,3770,2140,1630,836623,459781,376842,8385,4688,3697
3,3,2,914574,514164,400410,24075,17749,6326,1248,877,371,21061,12220,8841,7080,4358,2722,868190,483318,384872,18434,11272,7162
3,3,3,1003256,566349,436907,132815,113079,19736,5312,4089,1223,37926,24843,13083,22888,16012,6876,827203,424338,402865,127927,78923,49004
3,3,4,1069803,576792,493011,352132,302634,49498,7924,5898,2026,50790,33203,17587,33363,22710,10653,658957,235057,423900,164968,81605,83363
3,3,5,1008405,532209,476196,498149,423656,74493,6664,4659,2005,43761,27366,16395,25583,16850,8733,459831,76528,383303,96848,31168,65680
3,3,6,853033,446265,406768,461233,391537,69696,5136,3181,1955,33496,20071,13425,16943,10686,6257,353168,31476,321692,47721,9771,37950
3,3,7,786229,406613,379616,435075,365395,69680,4740,2783,1957,29639,17113,12526,14182,8806,5376,316775,21322,295453,33814,5048,28766
3,3,8,1308654,675854,632800,720830,609900,110930,7250,4346,2904,45616,26387,19229,19520,12395,7125,534958,35221,499737,38593,6514,32079
3,3,9,892016,467850,424166,464954,400030,64924,3949,2508,1441,26431,15785,10646,9335,6374,2961,396682,49527,347155,17521,4909,12612
3,3,10,565338,287640,277698,176710,156572,20138,2571,1760,811,16065,9942,6123,5276,3556,1720,369992,119366,250626,11701,4978,6723
3,3,11,238049,121838,116211,50403,45051,5352,946,705,241,5574,3513,2061,1512,1059,453,181126,72569,108557,2847,1339,1508
3,3,12,104720,50227,54493,15150,13074,2076,310,223,87,2237,1324,913,608,386,222,87023,35606,51417,977,440,537
3,3,13,11912,6439,5473,3062,2524,538,51,29,22,504,316,188,171,106,65,8295,3570,4725,378,152,226
3,3,14,6921396,3671932,3249464,3065188,2606231,458957,40975,27464,13511,267659,164768,102891,141814,93833,47981,3547574,873469,2674105,527392,217938,309454
3,3,15,908107,459705,448402,242263,214697,27566,3827,2688,1139,23876,14779,9097,7396,5001,2395,638141,227541,410600,15525,6757,8768
